Event,ExecTime(ms),VectorSize,WorkGroupSize
Total Exec Time,98.7522,1024,32
Memory Setup Time,0.485007,1024,32
Enqueue Exec Time,0.275459,1024,32
Add Kernel Exec Time,0.007171,1024,32
Shutdown Kernel Exec Time,0.007164,1024,32
Total Exec Time,0.741326,1024,64
Memory Setup Time,0.467285,1024,64
Enqueue Exec Time,0.106499,1024,64
Add Kernel Exec Time,0.006142,1024,64
Shutdown Kernel Exec Time,0.010239,1024,64
Total Exec Time,0.437883,1024,128
Memory Setup Time,0.199111,1024,128
Enqueue Exec Time,0.09011,1024,128
Add Kernel Exec Time,0.006142,1024,128
Shutdown Kernel Exec Time,0.012284,1024,128
Total Exec Time,0.714841,1024,256
Memory Setup Time,0.169735,1024,256
Enqueue Exec Time,0.102402,1024,256
Add Kernel Exec Time,0.00615,1024,256
Shutdown Kernel Exec Time,0.018433,1024,256
Total Exec Time,0.482748,1024,512
Memory Setup Time,0.175265,1024,512
Enqueue Exec Time,0.129021,1024,512
Add Kernel Exec Time,0.006142,1024,512
Shutdown Kernel Exec Time,0.030716,1024,512
Total Exec Time,0.528597,1024,1024
Memory Setup Time,0.142172,1024,1024
Enqueue Exec Time,0.184318,1024,1024
Add Kernel Exec Time,0.007172,1024,1024
Shutdown Kernel Exec Time,0.054275,1024,1024
Total Exec Time,3.57468,1024,32
Memory Setup Time,0.489392,1024,32
Enqueue Exec Time,0.245761,1024,32
Add Kernel Exec Time,0.007168,1024,32
Shutdown Kernel Exec Time,0.007168,1024,32
Total Exec Time,0.594141,1024,64
Memory Setup Time,0.34885,1024,64
Enqueue Exec Time,0.083968,1024,64
Add Kernel Exec Time,0.006144,1024,64
Shutdown Kernel Exec Time,0.009216,1024,64
Total Exec Time,0.422036,1024,128
Memory Setup Time,0.190793,1024,128
Enqueue Exec Time,0.075777,1024,128
Add Kernel Exec Time,0.006145,1024,128
Shutdown Kernel Exec Time,0.011263,1024,128
Total Exec Time,0.631698,1024,256
Memory Setup Time,0.159931,1024,256
Enqueue Exec Time,0.09216,1024,256
Add Kernel Exec Time,0.007168,1024,256
Shutdown Kernel Exec Time,0.017408,1024,256
Total Exec Time,0.490701,1024,512
Memory Setup Time,0.184315,1024,512
Enqueue Exec Time,0.116735,1024,512
Add Kernel Exec Time,0.007167,1024,512
Shutdown Kernel Exec Time,0.031744,1024,512
Total Exec Time,0.560763,1024,1024
Memory Setup Time,0.157147,1024,1024
Enqueue Exec Time,0.168961,1024,1024
Add Kernel Exec Time,0.006144,1024,1024
Shutdown Kernel Exec Time,0.054271,1024,1024
Total Exec Time,3.39337,1024,32
Memory Setup Time,0.513816,1024,32
Enqueue Exec Time,0.258047,1024,32
Add Kernel Exec Time,0.007169,1024,32
Shutdown Kernel Exec Time,0.007168,1024,32
Total Exec Time,0.702165,1024,64
Memory Setup Time,0.443939,1024,64
Enqueue Exec Time,0.092159,1024,64
Add Kernel Exec Time,0.006144,1024,64
Shutdown Kernel Exec Time,0.009215,1024,64
Total Exec Time,0.460093,1024,128
Memory Setup Time,0.21436,1024,128
Enqueue Exec Time,0.084992,1024,128
Add Kernel Exec Time,0.006143,1024,128
Shutdown Kernel Exec Time,0.012288,1024,128
Total Exec Time,0.726578,1024,256
Memory Setup Time,0.18811,1024,256
Enqueue Exec Time,0.102401,1024,256
Add Kernel Exec Time,0.006144,1024,256
Shutdown Kernel Exec Time,0.017407,1024,256
Total Exec Time,0.529498,1024,512
Memory Setup Time,0.215824,1024,512
Enqueue Exec Time,0.121855,1024,512
Add Kernel Exec Time,0.006144,1024,512
Shutdown Kernel Exec Time,0.029696,1024,512
Total Exec Time,0.617364,1024,1024
Memory Setup Time,0.19352,1024,1024
Enqueue Exec Time,0.181247,1024,1024
Add Kernel Exec Time,0.006144,1024,1024
Shutdown Kernel Exec Time,0.054273,1024,1024
Total Exec Time,3.31983,1024,32
Memory Setup Time,0.52095,1024,32
Enqueue Exec Time,0.24576,1024,32
Add Kernel Exec Time,0.007168,1024,32
Shutdown Kernel Exec Time,0.008192,1024,32
Total Exec Time,0.536509,1024,64
Memory Setup Time,0.286531,1024,64
Enqueue Exec Time,0.086017,1024,64
Add Kernel Exec Time,0.007169,1024,64
Shutdown Kernel Exec Time,0.008192,1024,64
Total Exec Time,0.439003,1024,128
Memory Setup Time,0.199536,1024,128
Enqueue Exec Time,0.079871,1024,128
Add Kernel Exec Time,0.006143,1024,128
Shutdown Kernel Exec Time,0.012288,1024,128
Total Exec Time,0.66822,1024,256
Memory Setup Time,0.174436,1024,256
Enqueue Exec Time,0.102399,1024,256
Add Kernel Exec Time,0.006144,1024,256
Shutdown Kernel Exec Time,0.017409,1024,256
Total Exec Time,0.499364,1024,512
Memory Setup Time,0.18422,1024,512
Enqueue Exec Time,0.12288,1024,512
Add Kernel Exec Time,0.006144,1024,512
Shutdown Kernel Exec Time,0.029696,1024,512
Total Exec Time,0.577103,1024,1024
Memory Setup Time,0.166909,1024,1024
Enqueue Exec Time,0.176128,1024,1024
Add Kernel Exec Time,0.007169,1024,1024
Shutdown Kernel Exec Time,0.054273,1024,1024
Total Exec Time,3.1198,1024,32
Memory Setup Time,0.50684,1024,32
Enqueue Exec Time,0.239617,1024,32
Add Kernel Exec Time,0.007168,1024,32
Shutdown Kernel Exec Time,0.007167,1024,32
Total Exec Time,0.52412,1024,64
Memory Setup Time,0.279862,1024,64
Enqueue Exec Time,0.081921,1024,64
Add Kernel Exec Time,0.006144,1024,64
Shutdown Kernel Exec Time,0.01024,1024,64
Total Exec Time,0.444315,1024,128
Memory Setup Time,0.209306,1024,128
Enqueue Exec Time,0.076801,1024,128
Add Kernel Exec Time,0.007167,1024,128
Shutdown Kernel Exec Time,0.013313,1024,128
Total Exec Time,0.626081,1024,256
Memory Setup Time,0.165327,1024,256
Enqueue Exec Time,0.089088,1024,256
Add Kernel Exec Time,0.006144,1024,256
Shutdown Kernel Exec Time,0.018432,1024,256
Total Exec Time,0.494809,1024,512
Memory Setup Time,0.171537,1024,512
Enqueue Exec Time,0.115713,1024,512
Add Kernel Exec Time,0.006144,1024,512
Shutdown Kernel Exec Time,0.030719,1024,512
Total Exec Time,0.581663,1024,1024
Memory Setup Time,0.173802,1024,1024
Enqueue Exec Time,0.172032,1024,1024
Add Kernel Exec Time,0.006145,1024,1024
Shutdown Kernel Exec Time,0.054272,1024,1024
Total Exec Time,3.405,1024,32
Memory Setup Time,0.501078,1024,32
Enqueue Exec Time,0.196609,1024,32
Add Kernel Exec Time,0.006144,1024,32
Shutdown Kernel Exec Time,0.007169,1024,32
Total Exec Time,0.650998,1024,64
Memory Setup Time,0.400194,1024,64
Enqueue Exec Time,0.08704,1024,64
Add Kernel Exec Time,0.007167,1024,64
Shutdown Kernel Exec Time,0.008192,1024,64
Total Exec Time,0.422366,1024,128
Memory Setup Time,0.193514,1024,128
Enqueue Exec Time,0.073727,1024,128
Add Kernel Exec Time,0.006144,1024,128
Shutdown Kernel Exec Time,0.012287,1024,128
Total Exec Time,0.658977,1024,256
Memory Setup Time,0.165964,1024,256
Enqueue Exec Time,0.088063,1024,256
Add Kernel Exec Time,0.006144,1024,256
Shutdown Kernel Exec Time,0.017408,1024,256
Total Exec Time,0.480712,1024,512
Memory Setup Time,0.177533,1024,512
Enqueue Exec Time,0.113664,1024,512
Add Kernel Exec Time,0.007169,1024,512
Shutdown Kernel Exec Time,0.030721,1024,512
Total Exec Time,0.561173,1024,1024
Memory Setup Time,0.163548,1024,1024
Enqueue Exec Time,0.171008,1024,1024
Add Kernel Exec Time,0.006144,1024,1024
Shutdown Kernel Exec Time,0.054271,1024,1024
Total Exec Time,3.5486,1024,32
Memory Setup Time,0.51505,1024,32
Enqueue Exec Time,0.242688,1024,32
Add Kernel Exec Time,0.006144,1024,32
Shutdown Kernel Exec Time,0.008191,1024,32
Total Exec Time,0.630566,1024,64
Memory Setup Time,0.371163,1024,64
Enqueue Exec Time,0.093184,1024,64
Add Kernel Exec Time,0.007167,1024,64
Shutdown Kernel Exec Time,0.009217,1024,64
Total Exec Time,0.435037,1024,128
Memory Setup Time,0.202302,1024,128
Enqueue Exec Time,0.0768,1024,128
Add Kernel Exec Time,0.007169,1024,128
Shutdown Kernel Exec Time,0.012288,1024,128
Total Exec Time,0.649204,1024,256
Memory Setup Time,0.171116,1024,256
Enqueue Exec Time,0.091136,1024,256
Add Kernel Exec Time,0.006145,1024,256
Shutdown Kernel Exec Time,0.017408,1024,256
Total Exec Time,0.498186,1024,512
Memory Setup Time,0.184908,1024,512
Enqueue Exec Time,0.117759,1024,512
Add Kernel Exec Time,0.006143,1024,512
Shutdown Kernel Exec Time,0.030721,1024,512
Total Exec Time,0.614816,1024,1024
Memory Setup Time,0.178203,1024,1024
Enqueue Exec Time,0.175104,1024,1024
Add Kernel Exec Time,0.006144,1024,1024
Shutdown Kernel Exec Time,0.053248,1024,1024
Total Exec Time,3.0972,1024,32
Memory Setup Time,0.508233,1024,32
Enqueue Exec Time,0.239616,1024,32
Add Kernel Exec Time,0.007167,1024,32
Shutdown Kernel Exec Time,0.008192,1024,32
Total Exec Time,0.588638,1024,64
Memory Setup Time,0.345776,1024,64
Enqueue Exec Time,0.082944,1024,64
Add Kernel Exec Time,0.007167,1024,64
Shutdown Kernel Exec Time,0.01024,1024,64
Total Exec Time,0.43193,1024,128
Memory Setup Time,0.194603,1024,128
Enqueue Exec Time,0.078848,1024,128
Add Kernel Exec Time,0.006145,1024,128
Shutdown Kernel Exec Time,0.012288,1024,128
Total Exec Time,0.649483,1024,256
Memory Setup Time,0.172499,1024,256
Enqueue Exec Time,0.091136,1024,256
Add Kernel Exec Time,0.006144,1024,256
Shutdown Kernel Exec Time,0.018433,1024,256
Total Exec Time,0.478305,1024,512
Memory Setup Time,0.172812,1024,512
Enqueue Exec Time,0.117761,1024,512
Add Kernel Exec Time,0.006144,1024,512
Shutdown Kernel Exec Time,0.029696,1024,512
Total Exec Time,0.563909,1024,1024
Memory Setup Time,0.1647,1024,1024
Enqueue Exec Time,0.173056,1024,1024
Add Kernel Exec Time,0.007167,1024,1024
Shutdown Kernel Exec Time,0.054273,1024,1024
Total Exec Time,3.25007,1024,32
Memory Setup Time,0.510647,1024,32
Enqueue Exec Time,0.303105,1024,32
Add Kernel Exec Time,0.006143,1024,32
Shutdown Kernel Exec Time,0.008193,1024,32
Total Exec Time,0.6265,1024,64
Memory Setup Time,0.358809,1024,64
Enqueue Exec Time,0.10752,1024,64
Add Kernel Exec Time,0.007169,1024,64
Shutdown Kernel Exec Time,0.009217,1024,64
Total Exec Time,0.447844,1024,128
Memory Setup Time,0.189344,1024,128
Enqueue Exec Time,0.100351,1024,128
Add Kernel Exec Time,0.008192,1024,128
Shutdown Kernel Exec Time,0.013313,1024,128
Total Exec Time,0.673816,1024,256
Memory Setup Time,0.169392,1024,256
Enqueue Exec Time,0.116737,1024,256
Add Kernel Exec Time,0.007168,1024,256
Shutdown Kernel Exec Time,0.017408,1024,256
Total Exec Time,0.511614,1024,512
Memory Setup Time,0.180733,1024,512
Enqueue Exec Time,0.14336,1024,512
Add Kernel Exec Time,0.008192,1024,512
Shutdown Kernel Exec Time,0.029696,1024,512
Total Exec Time,0.612649,1024,1024
Memory Setup Time,0.178371,1024,1024
Enqueue Exec Time,0.19968,1024,1024
Add Kernel Exec Time,0.007169,1024,1024
Shutdown Kernel Exec Time,0.054272,1024,1024
Total Exec Time,2.97352,1024,32
Memory Setup Time,0.504794,1024,32
Enqueue Exec Time,0.204799,1024,32
Add Kernel Exec Time,0.007169,1024,32
Shutdown Kernel Exec Time,0.007168,1024,32
Total Exec Time,0.696614,1024,64
Memory Setup Time,0.455823,1024,64
Enqueue Exec Time,0.0768,1024,64
Add Kernel Exec Time,0.007168,1024,64
Shutdown Kernel Exec Time,0.009215,1024,64
Total Exec Time,0.436727,1024,128
Memory Setup Time,0.204228,1024,128
Enqueue Exec Time,0.0768,1024,128
Add Kernel Exec Time,0.007168,1024,128
Shutdown Kernel Exec Time,0.013313,1024,128
Total Exec Time,1.25937,1024,256
Memory Setup Time,0.195273,1024,256
Enqueue Exec Time,0.100351,1024,256
Add Kernel Exec Time,0.007168,1024,256
Shutdown Kernel Exec Time,0.018431,1024,256
Total Exec Time,0.534199,1024,512
Memory Setup Time,0.224633,1024,512
Enqueue Exec Time,0.118784,1024,512
Add Kernel Exec Time,0.006144,1024,512
Shutdown Kernel Exec Time,0.029696,1024,512
Total Exec Time,0.582305,1024,1024
Memory Setup Time,0.179721,1024,1024
Enqueue Exec Time,0.173056,1024,1024
Add Kernel Exec Time,0.007169,1024,1024
Shutdown Kernel Exec Time,0.054273,1024,1024
Total Exec Time,3.45633,1024,32
Memory Setup Time,0.538756,1024,32
Enqueue Exec Time,0.236544,1024,32
Add Kernel Exec Time,0.007167,1024,32
Shutdown Kernel Exec Time,0.007167,1024,32
Total Exec Time,0.741589,1024,64
Memory Setup Time,0.484284,1024,64
Enqueue Exec Time,0.090113,1024,64
Add Kernel Exec Time,0.007169,1024,64
Shutdown Kernel Exec Time,0.009216,1024,64
Total Exec Time,0.478941,1024,128
Memory Setup Time,0.239693,1024,128
Enqueue Exec Time,0.078848,1024,128
Add Kernel Exec Time,0.006143,1024,128
Shutdown Kernel Exec Time,0.012288,1024,128
Total Exec Time,0.727331,1024,256
Memory Setup Time,0.190731,1024,256
Enqueue Exec Time,0.091136,1024,256
Add Kernel Exec Time,0.006144,1024,256
Shutdown Kernel Exec Time,0.018431,1024,256
Total Exec Time,0.517196,1024,512
Memory Setup Time,0.20645,1024,512
Enqueue Exec Time,0.116737,1024,512
Add Kernel Exec Time,0.007169,1024,512
Shutdown Kernel Exec Time,0.029695,1024,512
Total Exec Time,0.581509,1024,1024
Memory Setup Time,0.1711,1024,1024
Enqueue Exec Time,0.176128,1024,1024
Add Kernel Exec Time,0.006143,1024,1024
Shutdown Kernel Exec Time,0.053247,1024,1024
Total Exec Time,3.29525,1024,32
Memory Setup Time,0.501463,1024,32
Enqueue Exec Time,0.191488,1024,32
Add Kernel Exec Time,0.007168,1024,32
Shutdown Kernel Exec Time,0.007167,1024,32
Total Exec Time,0.594392,1024,64
Memory Setup Time,0.351177,1024,64
Enqueue Exec Time,0.080895,1024,64
Add Kernel Exec Time,0.006144,1024,64
Shutdown Kernel Exec Time,0.009216,1024,64
Total Exec Time,0.445227,1024,128
Memory Setup Time,0.207412,1024,128
Enqueue Exec Time,0.080896,1024,128
Add Kernel Exec Time,0.006144,1024,128
Shutdown Kernel Exec Time,0.013311,1024,128
Total Exec Time,1.11981,1024,256
Memory Setup Time,0.176036,1024,256
Enqueue Exec Time,0.098304,1024,256
Add Kernel Exec Time,0.007167,1024,256
Shutdown Kernel Exec Time,0.017408,1024,256
Total Exec Time,0.542672,1024,512
Memory Setup Time,0.230755,1024,512
Enqueue Exec Time,0.120833,1024,512
Add Kernel Exec Time,0.007169,1024,512
Shutdown Kernel Exec Time,0.028673,1024,512
Total Exec Time,0.595914,1024,1024
Memory Setup Time,0.188367,1024,1024
Enqueue Exec Time,0.176128,1024,1024
Add Kernel Exec Time,0.007168,1024,1024
Shutdown Kernel Exec Time,0.054272,1024,1024
Total Exec Time,3.04797,1024,32
Memory Setup Time,0.502923,1024,32
Enqueue Exec Time,0.13312,1024,32
Add Kernel Exec Time,0.007167,1024,32
Shutdown Kernel Exec Time,0.008192,1024,32
Total Exec Time,0.524678,1024,64
Memory Setup Time,0.309897,1024,64
Enqueue Exec Time,0.052225,1024,64
Add Kernel Exec Time,0.007167,1024,64
Shutdown Kernel Exec Time,0.01024,1024,64
Total Exec Time,0.411287,1024,128
Memory Setup Time,0.195023,1024,128
Enqueue Exec Time,0.057344,1024,128
Add Kernel Exec Time,0.007168,1024,128
Shutdown Kernel Exec Time,0.012288,1024,128
Total Exec Time,0.744089,1024,256
Memory Setup Time,0.166511,1024,256
Enqueue Exec Time,0.067584,1024,256
Add Kernel Exec Time,0.006144,1024,256
Shutdown Kernel Exec Time,0.018433,1024,256
Total Exec Time,0.49239,1024,512
Memory Setup Time,0.196178,1024,512
Enqueue Exec Time,0.09728,1024,512
Add Kernel Exec Time,0.006144,1024,512
Shutdown Kernel Exec Time,0.030721,1024,512
Total Exec Time,0.559467,1024,1024
Memory Setup Time,0.167056,1024,1024
Enqueue Exec Time,0.151551,1024,1024
Add Kernel Exec Time,0.007169,1024,1024
Shutdown Kernel Exec Time,0.054273,1024,1024
Total Exec Time,3.34713,1024,32
Memory Setup Time,0.522413,1024,32
Enqueue Exec Time,0.205825,1024,32
Add Kernel Exec Time,0.006145,1024,32
Shutdown Kernel Exec Time,0.007167,1024,32
Total Exec Time,0.701004,1024,64
Memory Setup Time,0.448456,1024,64
Enqueue Exec Time,0.088063,1024,64
Add Kernel Exec Time,0.007167,1024,64
Shutdown Kernel Exec Time,0.009217,1024,64
Total Exec Time,0.475279,1024,128
Memory Setup Time,0.237152,1024,128
Enqueue Exec Time,0.079873,1024,128
Add Kernel Exec Time,0.007169,1024,128
Shutdown Kernel Exec Time,0.013311,1024,128
Total Exec Time,1.96918,1024,256
Memory Setup Time,0.204694,1024,256
Enqueue Exec Time,0.105472,1024,256
Add Kernel Exec Time,0.007169,1024,256
Shutdown Kernel Exec Time,0.017408,1024,256
Total Exec Time,0.714733,1024,512
Memory Setup Time,0.399042,1024,512
Enqueue Exec Time,0.119807,1024,512
Add Kernel Exec Time,0.006143,1024,512
Shutdown Kernel Exec Time,0.03072,1024,512
Total Exec Time,0.615897,1024,1024
Memory Setup Time,0.207916,1024,1024
Enqueue Exec Time,0.175104,1024,1024
Add Kernel Exec Time,0.006143,1024,1024
Shutdown Kernel Exec Time,0.054272,1024,1024
Total Exec Time,3.0839,1024,32
Memory Setup Time,0.510492,1024,32
Enqueue Exec Time,0.2304,1024,32
Add Kernel Exec Time,0.006143,1024,32
Shutdown Kernel Exec Time,0.007169,1024,32
Total Exec Time,0.584877,1024,64
Memory Setup Time,0.338237,1024,64
Enqueue Exec Time,0.076799,1024,64
Add Kernel Exec Time,0.006144,1024,64
Shutdown Kernel Exec Time,0.009216,1024,64
Total Exec Time,0.432696,1024,128
Memory Setup Time,0.197731,1024,128
Enqueue Exec Time,0.073729,1024,128
Add Kernel Exec Time,0.006144,1024,128
Shutdown Kernel Exec Time,0.012288,1024,128
Total Exec Time,1.19187,1024,256
Memory Setup Time,0.159764,1024,256
Enqueue Exec Time,0.090113,1024,256
Add Kernel Exec Time,0.006144,1024,256
Shutdown Kernel Exec Time,0.017408,1024,256
Total Exec Time,0.478534,1024,512
Memory Setup Time,0.176309,1024,512
Enqueue Exec Time,0.115711,1024,512
Add Kernel Exec Time,0.007169,1024,512
Shutdown Kernel Exec Time,0.030719,1024,512
Total Exec Time,0.560824,1024,1024
Memory Setup Time,0.162963,1024,1024
Enqueue Exec Time,0.171007,1024,1024
Add Kernel Exec Time,0.007167,1024,1024
Shutdown Kernel Exec Time,0.054273,1024,1024
Total Exec Time,3.38827,1024,32
Memory Setup Time,0.514638,1024,32
Enqueue Exec Time,0.19968,1024,32
Add Kernel Exec Time,0.007167,1024,32
Shutdown Kernel Exec Time,0.007169,1024,32
Total Exec Time,0.642514,1024,64
Memory Setup Time,0.397477,1024,64
Enqueue Exec Time,0.078849,1024,64
Add Kernel Exec Time,0.008192,1024,64
Shutdown Kernel Exec Time,0.009216,1024,64
Total Exec Time,0.434807,1024,128
Memory Setup Time,0.198892,1024,128
Enqueue Exec Time,0.075776,1024,128
Add Kernel Exec Time,0.006144,1024,128
Shutdown Kernel Exec Time,0.012289,1024,128
Total Exec Time,1.31241,1024,256
Memory Setup Time,0.173887,1024,256
Enqueue Exec Time,0.217087,1024,256
Add Kernel Exec Time,0.006144,1024,256
Shutdown Kernel Exec Time,0.017407,1024,256
Total Exec Time,0.521621,1024,512
Memory Setup Time,0.220067,1024,512
Enqueue Exec Time,0.112641,1024,512
Add Kernel Exec Time,0.006144,1024,512
Shutdown Kernel Exec Time,0.03072,1024,512
Total Exec Time,0.55411,1024,1024
Memory Setup Time,0.164846,1024,1024
Enqueue Exec Time,0.161793,1024,1024
Add Kernel Exec Time,0.007168,1024,1024
Shutdown Kernel Exec Time,0.054273,1024,1024
Total Exec Time,3.57157,1024,32
Memory Setup Time,0.520738,1024,32
Enqueue Exec Time,0.236544,1024,32
Add Kernel Exec Time,0.006144,1024,32
Shutdown Kernel Exec Time,0.007167,1024,32
Total Exec Time,0.554516,1024,64
Memory Setup Time,0.295326,1024,64
Enqueue Exec Time,0.08704,1024,64
Add Kernel Exec Time,0.006144,1024,64
Shutdown Kernel Exec Time,0.010241,1024,64
Total Exec Time,0.453046,1024,128
Memory Setup Time,0.199829,1024,128
Enqueue Exec Time,0.081921,1024,128
Add Kernel Exec Time,0.006145,1024,128
Shutdown Kernel Exec Time,0.013312,1024,128
Total Exec Time,2.82109,1024,256
Memory Setup Time,0.181714,1024,256
Enqueue Exec Time,0.187392,1024,256
Add Kernel Exec Time,0.006143,1024,256
Shutdown Kernel Exec Time,0.018432,1024,256
Total Exec Time,0.616014,1024,512
Memory Setup Time,0.293422,1024,512
Enqueue Exec Time,0.125951,1024,512
Add Kernel Exec Time,0.007168,1024,512
Shutdown Kernel Exec Time,0.029697,1024,512
Total Exec Time,0.575926,1024,1024
Memory Setup Time,0.166816,1024,1024
Enqueue Exec Time,0.182272,1024,1024
Add Kernel Exec Time,0.006145,1024,1024
Shutdown Kernel Exec Time,0.054271,1024,1024
Total Exec Time,3.24538,1024,32
Memory Setup Time,0.500733,1024,32
Enqueue Exec Time,0.198656,1024,32
Add Kernel Exec Time,0.007169,1024,32
Shutdown Kernel Exec Time,0.007169,1024,32
Total Exec Time,0.647611,1024,64
Memory Setup Time,0.400431,1024,64
Enqueue Exec Time,0.078848,1024,64
Add Kernel Exec Time,0.006144,1024,64
Shutdown Kernel Exec Time,0.009217,1024,64
Total Exec Time,0.439675,1024,128
Memory Setup Time,0.196339,1024,128
Enqueue Exec Time,0.074753,1024,128
Add Kernel Exec Time,0.006144,1024,128
Shutdown Kernel Exec Time,0.013312,1024,128
Total Exec Time,0.851051,1024,256
Memory Setup Time,0.155231,1024,256
Enqueue Exec Time,0.092159,1024,256
Add Kernel Exec Time,0.007169,1024,256
Shutdown Kernel Exec Time,0.017408,1024,256
Total Exec Time,0.519051,1024,512
Memory Setup Time,0.204079,1024,512
Enqueue Exec Time,0.118784,1024,512
Add Kernel Exec Time,0.006144,1024,512
Shutdown Kernel Exec Time,0.029696,1024,512
Total Exec Time,0.588783,1024,1024
Memory Setup Time,0.167743,1024,1024
Enqueue Exec Time,0.171008,1024,1024
Add Kernel Exec Time,0.007169,1024,1024
Shutdown Kernel Exec Time,0.055296,1024,1024
Total Exec Time,3.577,1024,32
Memory Setup Time,0.509369,1024,32
Enqueue Exec Time,0.320512,1024,32
Add Kernel Exec Time,0.006144,1024,32
Shutdown Kernel Exec Time,0.007168,1024,32
Total Exec Time,0.622926,1024,64
Memory Setup Time,0.346252,1024,64
Enqueue Exec Time,0.112639,1024,64
Add Kernel Exec Time,0.006144,1024,64
Shutdown Kernel Exec Time,0.009216,1024,64
Total Exec Time,0.450042,1024,128
Memory Setup Time,0.188133,1024,128
Enqueue Exec Time,0.106497,1024,128
Add Kernel Exec Time,0.007169,1024,128
Shutdown Kernel Exec Time,0.013312,1024,128
Total Exec Time,1.55481,1024,256
Memory Setup Time,0.155367,1024,256
Enqueue Exec Time,0.263167,1024,256
Add Kernel Exec Time,0.006143,1024,256
Shutdown Kernel Exec Time,0.017407,1024,256
Total Exec Time,0.557577,1024,512
Memory Setup Time,0.200734,1024,512
Enqueue Exec Time,0.153599,1024,512
Add Kernel Exec Time,0.006145,1024,512
Shutdown Kernel Exec Time,0.03072,1024,512
Total Exec Time,0.62179,1024,1024
Memory Setup Time,0.174737,1024,1024
Enqueue Exec Time,0.203776,1024,1024
Add Kernel Exec Time,0.007169,1024,1024
Shutdown Kernel Exec Time,0.053249,1024,1024
Total Exec Time,3.29004,1024,32
Memory Setup Time,0.495934,1024,32
Enqueue Exec Time,0.271359,1024,32
Add Kernel Exec Time,0.007169,1024,32
Shutdown Kernel Exec Time,0.007168,1024,32
Total Exec Time,0.647763,1024,64
Memory Setup Time,0.396681,1024,64
Enqueue Exec Time,0.086017,1024,64
Add Kernel Exec Time,0.006144,1024,64
Shutdown Kernel Exec Time,0.009215,1024,64
Total Exec Time,0.452165,1024,128
Memory Setup Time,0.199484,1024,128
Enqueue Exec Time,0.080897,1024,128
Add Kernel Exec Time,0.007169,1024,128
Shutdown Kernel Exec Time,0.013313,1024,128
Total Exec Time,0.694304,1024,256
Memory Setup Time,0.180678,1024,256
Enqueue Exec Time,0.094209,1024,256
Add Kernel Exec Time,0.006144,1024,256
Shutdown Kernel Exec Time,0.017409,1024,256
Total Exec Time,0.492461,1024,512
Memory Setup Time,0.185132,1024,512
Enqueue Exec Time,0.116735,1024,512
Add Kernel Exec Time,0.006144,1024,512
Shutdown Kernel Exec Time,0.029696,1024,512
Total Exec Time,0.572736,1024,1024
Memory Setup Time,0.167305,1024,1024
Enqueue Exec Time,0.174079,1024,1024
Add Kernel Exec Time,0.006144,1024,1024
Shutdown Kernel Exec Time,0.054273,1024,1024
Total Exec Time,3.03981,1024,32
Memory Setup Time,0.522314,1024,32
Enqueue Exec Time,0.149504,1024,32
Add Kernel Exec Time,0.006144,1024,32
Shutdown Kernel Exec Time,0.008192,1024,32
Total Exec Time,0.493759,1024,64
Memory Setup Time,0.262534,1024,64
Enqueue Exec Time,0.066559,1024,64
Add Kernel Exec Time,0.007167,1024,64
Shutdown Kernel Exec Time,0.016384,1024,64
Total Exec Time,0.432942,1024,128
Memory Setup Time,0.200714,1024,128
Enqueue Exec Time,0.066559,1024,128
Add Kernel Exec Time,0.007169,1024,128
Shutdown Kernel Exec Time,0.012289,1024,128
Total Exec Time,0.622457,1024,256
Memory Setup Time,0.169531,1024,256
Enqueue Exec Time,0.079872,1024,256
Add Kernel Exec Time,0.006145,1024,256
Shutdown Kernel Exec Time,0.018431,1024,256
Total Exec Time,0.454133,1024,512
Memory Setup Time,0.164443,1024,512
Enqueue Exec Time,0.098303,1024,512
Add Kernel Exec Time,0.006144,1024,512
Shutdown Kernel Exec Time,0.030719,1024,512
Total Exec Time,0.521719,1024,1024
Memory Setup Time,0.14559,1024,1024
Enqueue Exec Time,0.159743,1024,1024
Add Kernel Exec Time,0.007167,1024,1024
Shutdown Kernel Exec Time,0.055296,1024,1024
Total Exec Time,3.26952,1024,32
Memory Setup Time,0.488535,1024,32
Enqueue Exec Time,0.192512,1024,32
Add Kernel Exec Time,0.007167,1024,32
Shutdown Kernel Exec Time,0.007169,1024,32
Total Exec Time,0.542167,1024,64
Memory Setup Time,0.303361,1024,64
Enqueue Exec Time,0.077825,1024,64
Add Kernel Exec Time,0.006144,1024,64
Shutdown Kernel Exec Time,0.009217,1024,64
Total Exec Time,0.421264,1024,128
Memory Setup Time,0.191057,1024,128
Enqueue Exec Time,0.075776,1024,128
Add Kernel Exec Time,0.007169,1024,128
Shutdown Kernel Exec Time,0.012287,1024,128
Total Exec Time,0.634828,1024,256
Memory Setup Time,0.165519,1024,256
Enqueue Exec Time,0.094207,1024,256
Add Kernel Exec Time,0.006144,1024,256
Shutdown Kernel Exec Time,0.018433,1024,256
Total Exec Time,0.502905,1024,512
Memory Setup Time,0.191876,1024,512
Enqueue Exec Time,0.121857,1024,512
Add Kernel Exec Time,0.006144,1024,512
Shutdown Kernel Exec Time,0.030719,1024,512
Total Exec Time,0.634805,1024,1024
Memory Setup Time,0.211092,1024,1024
Enqueue Exec Time,0.182272,1024,1024
Add Kernel Exec Time,0.006144,1024,1024
Shutdown Kernel Exec Time,0.053248,1024,1024
